125
143	53	0
70	26	3
7	45	5
15	16	3
70	116	11
102	41	0
24	37	8
103	61	7
0	1	0
77	8	3
38	26	5
40	88	3
144	8	3
94	93	7
91	16	3
22	8	3
37	16	5
18	8	3
134	87	9
91	41	5
47	48	6
96	97	7
98	48	6
135	136	4
126	41	3
17	5	2
123	0	2
12	16	3
96	87	9
14	32	7
62	8	3
140	5	2
89	90	10
84	85	0
30	31	7
9	8	3
132	45	0
7	8	3
26	67	0
54	45	0
51	16	3
51	8	5
107	108	1
142	1	2
54	55	1
20	21	1
56	23	5
48	8	3
29	8	0
95	45	0
35	5	2
33	26	5
71	69	0
13	14	4
64	66	5
121	139	4
15	16	5
109	110	6
115	1	2
59	8	5
22	63	5
52	53	3
83	8	0
64	65	3
72	66	5
38	39	3
109	127	11
6	5	2
145	85	0
100	85	0
114	87	9
92	94	4
104	71	0
88	41	0
73	74	1
117	0	2
77	8	5
10	11	4
57	58	4
2	3	1
44	45	3
82	41	3
62	63	5
118	68	0
106	0	2
47	19	5
121	122	4
99	71	0
18	19	5
125	148	0
147	88	3
70	33	8
131	5	2
36	26	5
34	16	3
75	16	0
78	45	0
30	87	9
47	8	3
80	81	1
23	16	0
12	76	8
138	20	3
25	26	0
133	19	5
9	8	5
134	114	7
128	41	0
130	16	0
40	41	5
110	76	6
53	113	1
119	120	1
37	53	3
60	61	4
10	137	4
24	16	3
12	8	5
59	48	8
58	86	7
24	53	5
70	71	5
65	16	0
85	41	0
78	79	1
